Identifier,Covered?,Coverage
s5772_COG0088,True,1
s7722_COG0088,True,1
s13472_COG0088,True,3
s24451_COG0088,True,4
s18873_COG0088,True,2
s7475_COG0088,False,0
s8076_COG0088,True,3
s2_COG0088,True,1
s39225_COG0088,True,3
s16844_COG0088,True,1
s37665_COG0088,False,0
s22970_COG0088,True,1
s27634_COG0088,True,3
s31643_COG0088,True,2
s28596_COG0088,True,2
s1470_COG0088,True,3
s16096_COG0088,True,3
s31362_COG0088,True,4
s24249_COG0088,True,3
s7317_COG0088,True,4
s40557_COG0088,False,0
s6473_COG0088,True,3
s8874_COG0088,True,2
s32071_COG0088,True,2
s38768_COG0088,True,4
s3427_COG0088,True,2
s11063_COG0088,True,2
s22901_COG0088,True,2
s9207_COG0088,True,1
s22917_COG0088,False,0
s20631_COG0088,True,1
s11070_COG0088,True,2
s6211_COG0088,True,3
s29147_COG0088,True,2
s1393_COG0088,True,1
s34807_COG0088,True,3
s15851_COG0088,True,2
s38272_COG0088,True,3
s34362_COG0088,True,4
s1539_COG0088,True,3
s19955_COG0088,True,2
s33194_COG0088,False,0
s2942_COG0088,True,1
s2750_COG0088,True,5
s5693_COG0088,True,4
s31051_COG0088,True,1
s20024_COG0088,True,2
s26281_COG0088,True,2
s37087_COG0088,False,0
s35373_COG0088,True,3
s13224_COG0088,True,2
s30707_COG0088,True,2
s22169_COG0088,True,1
s8772_COG0088,True,2
s2452_COG0088,True,4
s9486_COG0088,True,2
s26355_COG0088,True,3
s40233_COG0088,True,1
s13330_COG0088,True,2
s13382_COG0088,True,3
s10491_COG0088,True,4
s28322_COG0088,True,1
s28859_COG0088,True,3
s21769_COG0088,True,3
s20155_COG0088,True,2
s40079_COG0088,False,0
s31685_COG0088,True,2
s31597_COG0088,True,2
s23726_COG0088,True,3
s189_COG0088,True,3
s33782_COG0088,True,3
s29294_COG0088,True,3
s2664_COG0088,True,1
s30817_COG0088,False,0
s9310_COG0088,True,1
s11173_COG0088,True,1
s491_COG0088,True,4
s24535_COG0088,True,1
s241_COG0088,True,3
s18680_COG0088,True,2
s25441_COG0088,True,1
s36568_COG0088,True,2
s8938_COG0088,True,2
s2534_COG0088,True,5
s22767_COG0088,True,1
s7600_COG0088,True,4
s8255_COG0088,True,1
s11221_COG0088,True,2
s18362_COG0088,True,2
s14418_COG0088,True,1
s27489_COG0088,False,0
s16704_COG0088,True,2
s25147_COG0088,True,1
s18535_COG0088,True,2
s36254_COG0088,True,3
s23462_COG0088,True,2
s13529_COG0088,True,1
s23855_COG0088,False,0
s19993_COG0088,True,2
s33278_COG0088,False,0
s39871_COG0088,False,0
s12072_COG0088,True,3
s30034_COG0088,True,2
s8456_COG0088,True,3
s15142_COG0088,True,2
s32210_COG0088,True,2
s27824_COG0088,False,0
s19222_COG0088,True,2
s6098_COG0088,True,3
s8999_COG0088,True,3
s3247_COG0088,True,6
s34036_COG0088,True,4
s19066_COG0088,True,2
s12684_COG0088,True,2
s14142_COG0088,True,3
s1946_COG0088,True,1
s15092_COG0088,True,1
s21613_COG0088,True,3
s1964_COG0088,True,1
s4941_COG0088,True,2
s20590_COG0088,True,4
s11897_COG0088,True,2
s40790_COG0088,False,0
s4455_COG0088,True,4
s25843_COG0088,True,1
s1244_COG0088,True,3
s16081_COG0088,True,2
s39564_COG0088,False,0
s24408_COG0088,True,4
s27281_COG0088,False,0
s4786_COG0088,True,4
s35001_COG0088,True,2
s15946_COG0088,True,2
s37669_COG0088,True,1
s34401_COG0088,True,2
s13060_COG0088,True,1
s3144_COG0088,True,3
s19593_COG0088,True,2
s21216_COG0088,True,1
s9741_COG0088,True,2
s26585_COG0088,True,3
s10259_COG0088,True,4
s724_COG0088,False,0
s7446_COG0088,False,0
s26660_COG0088,True,4
s14783_COG0088,True,4
s1261_COG0088,True,1
s40900_COG0088,True,1
s29571_COG0088,True,2
s34913_COG0088,True,2
s39878_COG0088,False,0
s37492_COG0088,True,4
s5441_COG0088,True,2
s9961_COG0088,True,6
s21954_COG0088,True,3
s34300_COG0088,True,1
s18677_COG0088,True,2
s1264_COG0088,True,1
s13856_COG0088,True,3
s8574_COG0088,False,0
s22744_COG0088,True,1
s14611_COG0088,True,3
s37726_COG0088,True,2
s9707_COG0088,True,3
s17528_COG0088,False,0
s29216_COG0088,True,1
s36497_COG0088,True,1
s13554_COG0088,True,2
s26440_COG0088,True,2
s22650_COG0088,True,1
s9473_COG0088,True,2
s17461_COG0088,True,2
s20084_COG0088,True,2
s26464_COG0088,False,0
s32509_COG0088,True,2
s22173_COG0088,True,1
s35781_COG0088,True,1
s28374_COG0088,True,2
s15645_COG0088,True,2
s27266_COG0088,True,3
s2907_COG0088,True,1
s26229_COG0088,False,0
s16757_COG0088,True,3
s35250_COG0088,False,0
s34361_COG0088,True,3
s28919_COG0088,True,1
s12344_COG0088,False,0
s15022_COG0088,True,1
s34475_COG0088,True,1
s23648_COG0088,True,3
s20051_COG0088,True,2
s36313_COG0088,True,2
s28161_COG0088,True,4
s30360_COG0088,True,2
s22538_COG0088,True,2
s11902_COG0088,True,2
s9242_COG0088,True,2
s31938_COG0088,True,1
s30170_COG0088,True,3
s22838_COG0088,True,5
s5260_COG0088,True,1
s22015_COG0088,True,1
s33571_COG0088,True,3
s27273_COG0088,True,1
s29955_COG0088,True,1
s14081_COG0088,True,3
s10540_COG0088,False,0
s31631_COG0088,False,0
s24635_COG0088,True,1
s2677_COG0088,True,1
s9135_COG0088,True,4
s38433_COG0088,True,1
s15860_COG0088,True,2
s35328_COG0088,True,1
s23842_COG0088,False,0
s17758_COG0088,True,2
s20790_COG0088,True,1
s29097_COG0088,True,1
s13298_COG0088,True,3
s10680_COG0088,True,3
s7077_COG0088,True,3
s34861_COG0088,True,1
s8402_COG0088,True,3
s4783_COG0088,True,4
s21424_COG0088,True,3
s4030_COG0088,True,2
s32837_COG0088,False,0
s4131_COG0088,True,3
s10954_COG0088,True,2
s40741_COG0088,False,0
s2957_COG0088,True,1
s23781_COG0088,False,0
s3677_COG0088,True,1
s22635_COG0088,False,0
s7387_COG0088,True,3
s26936_COG0088,True,2
s18239_COG0088,True,2
s322_COG0088,True,1
s22115_COG0088,True,3
s14470_COG0088,True,4
s25160_COG0088,True,1
s35527_COG0088,True,1
s6745_COG0088,True,2
s21864_COG0088,True,3
s30739_COG0088,True,1
s25505_COG0088,True,1
s20611_COG0088,True,1
s13967_COG0088,True,3
s8888_COG0088,True,1
s15258_COG0088,True,1
s1211_COG0088,True,4
s20005_COG0088,True,2
s4989_COG0088,True,5
s37164_COG0088,True,1
s29061_COG0088,False,0
s21988_COG0088,True,3
s21693_COG0088,True,3
s20977_COG0088,True,1
s7034_COG0088,True,1
s1330_COG0088,True,3
s39319_COG0088,True,1
s17524_COG0088,False,0
s21601_COG0088,True,3
s9041_COG0088,False,0
s5150_COG0088,True,2
s30706_COG0088,True,2
s14566_COG0088,True,2
s19178_COG0088,True,4
s35243_COG0088,True,1
s6515_COG0088,True,2
s6584_COG0088,True,3
s8505_COG0088,False,0
s35088_COG0088,True,1
s26461_COG0088,False,0
s25582_COG0088,True,2
s22853_COG0088,True,3
s11538_COG0088,True,3
s34956_COG0088,True,2
s6419_COG0088,True,2
s37766_COG0088,True,3
s2458_COG0088,True,4
s30607_COG0088,True,1
s15421_COG0088,True,2
s14631_COG0088,True,3
s21176_COG0088,True,4
s7803_COG0088,True,2
s21515_COG0088,True,3
s18101_COG0088,True,1
s7516_COG0088,False,0
s35132_COG0088,True,1
s39639_COG0088,False,0
s3737_COG0088,True,2
s19569_COG0088,True,2
s19850_COG0088,True,1
s38417_COG0088,True,4
s18515_COG0088,True,2
s6574_COG0088,True,4
s15575_COG0088,True,2
s1269_COG0088,True,1
s36714_COG0088,True,2
s5567_COG0088,True,2
s825_COG0088,True,1
s14523_COG0088,True,3
s27322_COG0088,True,1
s37268_COG0088,True,1
s8835_COG0088,True,2
s39572_COG0088,True,3
s3980_COG0088,True,2
s40435_COG0088,True,2
s18932_COG0088,True,2
s7001_COG0088,True,1
s2769_COG0088,True,1
s9549_COG0088,True,3
s24075_COG0088,True,2
s22728_COG0088,True,3
s38750_COG0088,True,2
s6667_COG0088,True,3
s19295_COG0088,True,2
s5382_COG0088,True,1
s20624_COG0088,True,1
s5840_COG0088,True,2
s29241_COG0088,True,1
s24416_COG0088,True,4
s6720_COG0088,True,1
s13978_COG0088,True,3
s20377_COG0088,True,2
s40271_COG0088,False,0
s1976_COG0088,True,1
s3654_COG0088,True,1
s22274_COG0088,True,1
s1570_COG0088,True,3
s32716_COG0088,True,3
s24393_COG0088,True,2
s27673_COG0088,True,1
s29036_COG0088,True,3
s14117_COG0088,True,3
s2026_COG0088,True,1
s11950_COG0088,True,3
s29924_COG0088,True,2
s4035_COG0088,True,2
s16054_COG0088,True,2
s36992_COG0088,True,2
s31386_COG0088,True,2
s31074_COG0088,True,1
s18322_COG0088,True,2
s34722_COG0088,True,1
s31380_COG0088,True,3
s37577_COG0088,True,2
s36468_COG0088,True,3
s38574_COG0088,True,1
s27267_COG0088,True,2
s33286_COG0088,True,4
s39436_COG0088,True,2
s16335_COG0088,True,2
s15534_COG0088,True,2
s33547_COG0088,True,1
s14482_COG0088,True,4
s37569_COG0088,False,0
s40338_COG0088,False,0
s9555_COG0088,True,1
s15531_COG0088,True,2
s24326_COG0088,True,3
s27905_COG0088,True,3
s3068_COG0088,True,3
s4845_COG0088,True,2
s2189_COG0088,True,7
s11973_COG0088,True,2
s502_COG0088,True,1
s2066_COG0088,True,1
s34020_COG0088,True,2
s32875_COG0088,True,1
s22725_COG0088,True,2
s6628_COG0088,True,3
s7662_COG0088,True,3
s26673_COG0088,True,3
s17538_COG0088,False,0
s2092_COG0088,False,0
s27026_COG0088,True,1
s3064_COG0088,True,3
s14719_COG0088,True,3
s2301_COG0088,True,3
s28920_COG0088,True,4
s12005_COG0088,True,2
s12986_COG0088,True,4
s320_COG0088,False,0
s18425_COG0088,True,2
s40207_COG0088,True,4
s20288_COG0088,True,2
s9588_COG0088,True,1
s11261_COG0088,True,2
s15161_COG0088,True,2
s35667_COG0088,True,2
s34033_COG0088,True,4
s39055_COG0088,True,4
s39703_COG0088,True,1
s16006_COG0088,True,2
s33112_COG0088,True,2
s10574_COG0088,False,0
s25491_COG0088,True,1
s38766_COG0088,True,1
s12774_COG0088,True,2
s14507_COG0088,True,3
s39841_COG0088,True,1
s10695_COG0088,True,3
s721_COG0088,True,4
s25700_COG0088,False,0
s22630_COG0088,True,1
s26728_COG0088,True,4
s30922_COG0088,True,2
s5780_COG0088,True,4
s27991_COG0088,True,1
s4859_COG0088,True,1
s12511_COG0088,True,1
s37498_COG0088,True,1
s3202_COG0088,True,2
s30999_COG0088,True,2
s22301_COG0088,True,1
s1965_COG0088,False,0
s40395_COG0088,True,1
s29464_COG0088,False,0
s7706_COG0088,True,4
s15217_COG0088,True,1
s18643_COG0088,True,2
s2116_COG0088,True,3
s9363_COG0088,True,2
s38917_COG0088,True,1
s19731_COG0088,True,1
s9371_COG0088,False,0
s34304_COG0088,True,1
s36413_COG0088,False,0
s27133_COG0088,True,3
s33929_COG0088,False,0
s12570_COG0088,False,0
s9822_COG0088,False,0
s9261_COG0088,True,3
s38395_COG0088,False,0
s23835_COG0088,True,1
s4530_COG0088,True,2
s18005_COG0088,True,2
s4061_COG0088,True,6
s3617_COG0088,True,1
s25893_COG0088,True,1
s21564_COG0088,True,3
s23543_COG0088,True,1
s19440_COG0088,True,2
s19972_COG0088,True,2
s38949_COG0088,False,0
s9035_COG0088,False,0
s9366_COG0088,True,1
s25799_COG0088,False,0
s6740_COG0088,True,1
s20586_COG0088,True,2
s39802_COG0088,True,1
s25600_COG0088,False,0
s252_COG0088,True,3
s10566_COG0088,True,2
s37115_COG0088,True,1
s6903_COG0088,True,2
s15029_COG0088,True,1
s28305_COG0088,True,1
s29964_COG0088,False,0
s23392_COG0088,True,3
s4751_COG0088,True,2
s26393_COG0088,True,1
s16014_COG0088,True,2
s7367_COG0088,True,1
s1178_COG0088,True,1
s3533_COG0088,True,6
s7675_COG0088,True,3
s5903_COG0088,True,2
s36629_COG0088,True,1
s38623_COG0088,True,1
s1009_COG0088,True,2
s20608_COG0088,True,1
s26645_COG0088,True,4
s27159_COG0088,True,2
s38695_COG0088,False,0
s30497_COG0088,True,3
s5506_COG0088,True,7
s25333_COG0088,False,0
s19984_COG0088,True,2
s18097_COG0088,True,1
s8460_COG0088,True,2
s4347_COG0088,True,3
s6524_COG0088,False,0
s22960_COG0088,True,2
s17342_COG0088,True,2
s33954_COG0088,True,3
s27883_COG0088,True,2
s31582_COG0088,True,3
s15059_COG0088,True,1
s17288_COG0088,True,1
s18871_COG0088,True,2
s25265_COG0088,True,2
s29060_COG0088,True,3
s20389_COG0088,True,2
s38997_COG0088,True,1
s30058_COG0088,True,3
s28791_COG0088,True,1
s2577_COG0088,True,4
s31598_COG0088,True,2
s5306_COG0088,True,2
s9864_COG0088,True,2
s23267_COG0088,True,1
s24409_COG0088,True,4
s37266_COG0088,True,3
s17088_COG0088,True,2
s5615_COG0088,True,2
s23889_COG0088,True,1
s13847_COG0088,True,3
s16696_COG0088,True,2
s13122_COG0088,True,1
s20308_COG0088,True,2
s33788_COG0088,True,3
s20531_COG0088,True,2
s10543_COG0088,True,2
s34573_COG0088,True,2
s18182_COG0088,True,2
s9309_COG0088,True,1
s15247_COG0088,False,0
s25623_COG0088,True,1
s12734_COG0088,True,2
s5099_COG0088,True,2
s503_COG0088,True,1
s38599_COG0088,False,0
s31411_COG0088,True,4
s15494_COG0088,True,2
s17302_COG0088,True,2
s14233_COG0088,True,3
s11923_COG0088,True,2
s19056_COG0088,True,2
s38491_COG0088,False,0
s8575_COG0088,False,0
s2287_COG0088,True,3
s7709_COG0088,True,3
s4398_COG0088,True,3
s9966_COG0088,True,6
s15853_COG0088,True,2
s17328_COG0088,True,2
s35404_COG0088,True,3
s11790_COG0088,True,7
s32094_COG0088,True,1
s38577_COG0088,True,1
s4375_COG0088,True,3
s24016_COG0088,True,2
s463_COG0088,True,3
s16392_COG0088,True,1
s9030_COG0088,True,1
s33869_COG0088,True,3
s31237_COG0088,True,2
s3806_COG0088,True,1
s37287_COG0088,True,1
s40113_COG0088,True,1
s39707_COG0088,True,3
s36926_COG0088,True,3
s30036_COG0088,True,1
s17655_COG0088,True,2
s17113_COG0088,True,2
s26659_COG0088,True,2
s39276_COG0088,True,3
s25324_COG0088,True,1
s24224_COG0088,True,1
s23550_COG0088,True,2
s38611_COG0088,True,3
s17188_COG0088,True,2
s14494_COG0088,True,4
s7775_COG0088,True,4
s38573_COG0088,True,1
s14053_COG0088,True,3
s15311_COG0088,True,3
s16712_COG0088,True,2
s2379_COG0088,True,2
s34466_COG0088,True,2
s36145_COG0088,True,1
s7876_COG0088,True,1
s29235_COG0088,True,2
s36159_COG0088,False,0
s1861_COG0088,True,1
s11913_COG0088,True,2
s33611_COG0088,True,4
s28367_COG0088,True,1
s22896_COG0088,False,0
s5800_COG0088,True,6
s37340_COG0088,True,2
s13056_COG0088,True,1
s11326_COG0088,True,1
s20956_COG0088,True,4
s25145_COG0088,True,1
s39974_COG0088,True,2
s16346_COG0088,True,1
s29628_COG0088,True,2
s16079_COG0088,True,1
s23082_COG0088,True,3
s22163_COG0088,True,1
s16125_COG0088,True,6
s23083_COG0088,True,3
s27163_COG0088,True,1
s3626_COG0088,True,1
s38957_COG0088,True,1
s27984_COG0088,True,3
s21413_COG0088,True,3
s22561_COG0088,True,4
s22874_COG0088,True,5
s39822_COG0088,True,1
s30198_COG0088,True,3
s31045_COG0088,True,1
s40000_COG0088,True,2
s11914_COG0088,True,2
s37908_COG0088,False,0
s4750_COG0088,True,1
s12066_COG0088,False,0
s4793_COG0088,True,4
s33800_COG0088,True,1
s21232_COG0088,True,1
s8559_COG0088,True,2
s5467_COG0088,False,0
s20129_COG0088,True,2
s6116_COG0088,True,3
s36717_COG0088,True,2
s12429_COG0088,True,2
s20563_COG0088,True,2
s24420_COG0088,True,4
s39888_COG0088,False,0
s16615_COG0088,True,1
s15001_COG0088,True,3
s8099_COG0088,True,1
s23542_COG0088,False,0
s1996_COG0088,False,0
s26293_COG0088,True,3
s34295_COG0088,False,0
s20472_COG0088,True,2
s14095_COG0088,True,3
s37931_COG0088,False,0
s10024_COG0088,True,3
s10533_COG0088,True,4
s23183_COG0088,False,0
s5019_COG0088,True,5
s31887_COG0088,False,0
s479_COG0088,True,2
s5294_COG0088,True,2
s20068_COG0088,True,2
s27786_COG0088,True,3
s155_COG0088,True,3
s19353_COG0088,True,2
s35813_COG0088,True,2
s14647_COG0088,True,3
s18482_COG0088,True,2
s11611_COG0088,True,1
s9215_COG0088,True,1
s39498_COG0088,True,3
s34207_COG0088,True,3
s35650_COG0088,True,1
s9878_COG0088,True,2
s1822_COG0088,True,1
s1533_COG0088,True,3
s17130_COG0088,True,2
s31941_COG0088,False,0
s9711_COG0088,True,1
s39746_COG0088,False,0
s34736_COG0088,True,2
s8933_COG0088,True,1
s25093_COG0088,True,1
s10987_COG0088,True,2
s19607_COG0088,True,2
s23430_COG0088,True,5
s37747_COG0088,True,3
s32051_COG0088,True,2
s40472_COG0088,False,0
s4704_COG0088,False,0
s35544_COG0088,False,0
s9876_COG0088,True,1
s22765_COG0088,True,1
s21868_COG0088,True,3
s38784_COG0088,True,1
s18217_COG0088,True,2
s31445_COG0088,True,1
s29156_COG0088,True,1
s22229_COG0088,True,1
s37411_COG0088,True,3
s28780_COG0088,True,3
s1617_COG0088,True,3
s34598_COG0088,False,0
s7770_COG0088,True,1
s5095_COG0088,True,1
s6391_COG0088,True,1
s17742_COG0088,True,2
s9406_COG0088,True,2
s15634_COG0088,True,2
s28258_COG0088,True,1
s39063_COG0088,True,4
s40439_COG0088,False,0
s6044_COG0088,True,1
s32344_COG0088,True,1
s29063_COG0088,True,2
s38934_COG0088,True,1
s13614_COG0088,True,3
s19326_COG0088,True,2
s37659_COG0088,True,1
s9827_COG0088,False,0
s25603_COG0088,True,1
s14691_COG0088,True,1
